outcome,spec,variable,coef,se,pval,stars,N,R2,sample
"CAR[-1,+1]",DID (no controls),ai_mentioned,6.690891097153811,5.4582611872872695,0.220263290595345,,428,0.0038523627594878596,US only (PRIMARY)
"CAR[-1,+1]",DID (no controls),post_chatgpt,0.4126693937633218,1.186382314085783,0.7279615063191798,,428,0.0038523627594878596,US only (PRIMARY)
"CAR[-1,+1]",DID (no controls),ai_x_post,-7.1183618716675925,5.668790041712307,0.20922077854915744,,428,0.0038523627594878596,US only (PRIMARY)
"CAR[-1,+1]",DID (no controls),const,-1.2422084910012183,1.0731524287706293,0.24705499182419433,,428,0.0038523627594878596,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,ai_mentioned,2.0059262491234855,2.058586183889305,0.32984835649745814,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,post_chatgpt,1.9385491178364926,2.106435689663773,0.35741691368508755,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,ai_x_post,-2.7135879216468064,3.8640781816504863,0.48251697272354266,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,log_count,0.7857725219717817,0.6313655855282787,0.21329343306990944,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,layoff_pct_n,-0.048121257097043735,0.1341992995295678,0.7199089078583849,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,beta_mkt_ff4,-2.466800492637164,2.168812505565896,0.2553724272778717,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,intl,1.8291191997345295e-16,2.633299038099831e-16,0.48729894500747006,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,prior_6m_return,-5.3904372180128455,3.426275762060788,0.11565764018123759,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,log_funds_raised,0.08460738219483133,0.4366307246127699,0.8463533838426044,,190,0.036103358921662165,US only (PRIMARY)
"CAR[-1,+1]",DID + controls,const,-4.655793438168236,4.323887234752874,0.281587022185831,,190,0.036103358921662165,US only (PRIMARY)
"CAR[0,+20]",DID (no controls),ai_mentioned,20.94118910855331,26.828692274996108,0.43506603904075536,,428,0.01095940045044319,US only (PRIMARY)
"CAR[0,+20]",DID (no controls),post_chatgpt,-0.7010485846513874,2.193782123442906,0.7493006673496918,,428,0.01095940045044319,US only (PRIMARY)
"CAR[0,+20]",DID (no controls),ai_x_post,-19.956024054472167,27.232265253775545,0.463675491602493,,428,0.01095940045044319,US only (PRIMARY)
"CAR[0,+20]",DID (no controls),const,1.5366079745584478,1.9997550030450877,0.44225069999596833,,428,0.01095940045044319,US only (PRIMARY)
"CAR[0,+20]",DID + controls,ai_mentioned,16.51525963968307,50.74462061397679,0.744834212857699,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,post_chatgpt,6.3699511875376915,3.689349870380478,0.08424343758314398,*,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,ai_x_post,-19.491123440069202,52.79314233641387,0.7119801341453573,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,log_count,1.0934132004574746,0.9819749480510982,0.2655007004624149,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,layoff_pct_n,0.1825630519543911,0.23830393109495657,0.44362077188344295,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,beta_mkt_ff4,-0.4431132636719221,4.452223513000202,0.9207204195496174,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,intl,3.2792837222040253e-16,1.1589547670614815e-15,0.7772137626927044,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,prior_6m_return,-10.094808723943212,4.863589504219522,0.03793205868327683,**,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,log_funds_raised,-0.1551208696975164,0.8201170873863263,0.8499793420362154,,190,0.05579132945108134,US only (PRIMARY)
"CAR[0,+20]",DID + controls,const,-12.474935984463492,8.770724125642499,0.15492809377092287,,190,0.05579132945108134,US only (PRIMARY)
"CAR[-5,+30]",DID (no controls),ai_mentioned,-21.240571412135676,9.267749417255216,0.021912556953401538,**,428,0.013257745447020186,US only (PRIMARY)
"CAR[-5,+30]",DID (no controls),post_chatgpt,-4.833562639005934,2.8060157631594733,0.0849660517944479,*,428,0.013257745447020186,US only (PRIMARY)
"CAR[-5,+30]",DID (no controls),ai_x_post,22.901651656679263,10.837309091912696,0.03458167908105596,**,428,0.013257745447020186,US only (PRIMARY)
"CAR[-5,+30]",DID (no controls),const,5.602139967786243,2.5604146964433916,0.028670950500661898,**,428,0.013257745447020186,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,ai_mentioned,-28.32690688533411,6.868735874714591,3.722923482911514e-05,***,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,post_chatgpt,2.191657543220553,4.486944560827699,0.6252296383519906,,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,ai_x_post,35.07275651992539,16.773190650309456,0.03652798450888524,**,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,log_count,2.6051204288752183,1.130604456748562,0.02121233040748591,**,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,layoff_pct_n,0.10059111536552438,0.2523658926096353,0.6901935958875595,,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,beta_mkt_ff4,-5.060792851577432,4.445690970738261,0.25497055768496735,,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,intl,3.295435952154571e-16,1.029221182920476e-15,0.7488263178972177,,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,prior_6m_return,-16.00527440428616,5.084444371259764,0.0016445325494671577,***,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,log_funds_raised,-0.04138953168512227,0.8272622648828014,0.9600969399036415,,190,0.09120165046044615,US only (PRIMARY)
"CAR[-5,+30]",DID + controls,const,-12.579610375846833,10.011911552294935,0.20894764769403507,,190,0.09120165046044615,US only (PRIMARY)
